LakeNum,LakeName,County,Town,Area (ac),Area (ha),WshedArea (ac),WshedArea (ha),Wshed/Area,Zmax (ft),Zmax (m),Zmean (ft),"Zmean (m), orange=calc.",ZmeanCalc?,Residence,Years,Dlatitude,Dlongitude,Class,DamClass,Potable Water?,Swimming beach?,Fish impacts?,Invasive Plants?,Invasive Animals?,Distance to Nearby AIS (mi),Name of Nearest Infected Lake (fixed?),>1HAB Notification?,Multiple Years HAB Notification?,PotableWater PWL,Bathing  PWL,Recreation PWL,AquaticLife PWL,Aesthetics PWL,Habitat PWL,FishConsumption PWL,Date 1st HAB listing 18,Date Last HAB listing 18,#Wks HAB Notification 18,#Wks HAB Updates 18,#Wks HAB Updates 17,#Wks HAB Updates 16,#Wks HAB Updates 15,#Wks HAB Updates 14,#Wks HAB Updates 13,#Wks HAB Updates 12,Weed Management?,Lake Assn Name,Sampled >2011?,18 Samplers,CSLAP Region,Watershed,Exp Region,ExpRegion2,CSLAP,Sampled 2018?,Yrs Last 5,#Yrs>1HABsUpdates,Shore HABs PWS Score,Shore HABs Rec Score,Program,Zebras,Runoff (m),PWS-Days Closed,PWS-Treatments,PWS-MCL Violations,Beach-#Days Closures,Beach-Control measures,Algae Control Measures,Weed Control Measures,Plants,,
136,Loon Lake,Steuben,Wayland,166,67,1488,602,8.9,42.7,13.0,20.0,6.1,no,1.79,1994-2018,42.49260,-77.56690,B,,no,,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Fair,Fully supported,NA,NA,0,,,0,1,0,0,1,yes,Loon Lake Association ,yes,"Helen and Ed Sick, Rod and Mary Lindsey",Western,Genesee River,Finger Lakes,Finger Lakes,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
10,Loon Lake,Warren,Chestertown,602,244,8402,3400,14.0,32.0,9.8,15.1,4.6,no,0.60,"1986-1990, 1997, 2017",43.68020,-73.86030,AAspec,C,yes,Birchwood Cottages; Conway's Lake Manor; Loon Lake Public Beach,none reported,Eurasian watermilfoil; water chestnut; curly-leafed pondweed,none reported,0,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,herbicides,Loon Lake Park District Association,,,,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
72,Lorton Lake,Oswego,Albion,45,18,3054,1236,67.8,9.5,2.9,4.6,1.4,no,0.03,"1990-1994, 2000-2013, 2015-2018",43.50374,-75.89079,C,B,no,,none reported,variable leaf watermilfoil; brittle naiad,none reported,0,,2012,no,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,2,,Lorton Lake Association,yes,"George Brindak, Jan and Kris Ivkovich, Bea and Gaius Gloude",Central,Lake Ontario,Ontario,Central NY,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
,Lowe Pond,Chemung,Big Flats,3,1,,,,6.6,2.0,,,,,2018,42.1460,-76.9118,,,,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lower Browns Tract Pond,Hamilton,"Inlet, Long Lake",159,64,,,,31.2,9.5,,,,,2018,43.8095,-74.6989,,,,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Lower Cassadaga Lake,Chautauqua,Pomfret,102,41,3608,1460,35.3,,,23.6,7.2,no,0.30,"1990, 2017",42.34448,-79.31724,B,,no,Cassadaga Village Beach,none reported,Eurasian watermilfoil; Curly-leafed pondweed,common carp,0,,,,NA,Stressed,Impaired,Stressed,Poor,Poor,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,Cassadaga Lakes Association,,,,Allegheny River,western NY,western NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
79,Lower Chateaugay Lake,Franklin,Chateaugay,576,233,64496,26100,112.0,25.0,7.6,12.1,3.7,no,0.06,1991-1995,44.81928,-74.01873,B(T),,no,,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,,,NA,Stressed,Stressed,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,Chateaugay Lake Foundation,,,,St. Lawrence River,western Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
250,Lower Rhoda Lake,Columbia,"Ancram, Copake",58,23,1760,712,30.3,64.6,19.7,,,no,,2017-2018,42.07931753,-73.5941095,B,n/a,no,Camp Anne Beach; Camp Pontiac,,Water Chestnut,none reported,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,"Rhoda Lake Community, Inc. ",,Tad Higgins and Adam Peltz,,,,,,,,,,,,,,,,,,,,,,,
172,Lower St. Regis Lake,Franklin,Harrietstown,454,184,1297,525,2.9,,,16.7,5.1,no,2.79,2000-2002,44.42940,-74.25751,B,,no,Paul Smith's College,none reported,none reported,none reported,7.9,Lake Colby,,,NA,Stressed,Stressed,Fully supported,Fair,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,St. Regis Property Owners Association,,,,St. Lawrence River,western Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
47,Madison Lake,Madison,Madison,32,13,1432,580,44.6,76.4,23.3,23.3,7.1,no,0.51,"1988-1993, 1998, 2004-2011, 2013",42.90133,-75.52389,C,,no,Madison Lake Park,none reported,Eurasian watermilfoil,none reported,0,,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Mohawk River,,Central NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
163,Mariaville Lake,Schenectady,Duanesburg,198,80,1804,730,9.1,12.0,3.6,5.6,1.7,no,0.40,"1999-2011, 2014-2018",42.83370,-74.11190,B,C,no,,none reported,Eurasian watermilfoil; Curly-leafed pondweed,none reported,0,,"2015, 2016, 2017",yes,NA,Stressed,Impaired,Fully supported,Poor,Fair,Fully supported,25-Jun,27-Oct,7,3,3,2,3,1,0,0,mechanical,Mariaville Civic Association ,yes,Michael Blood,Central,Mohawk River,east central,Mohawk,CSLAP,no,,3,2,3,CSLAP,no,,,,,,,,,,,
173,Mayfield Lake,Fulton,Mayfield,140,57,19905,8055,142.1,16.4,5.0,7.7,2.4,no,0.03,2000-2004,43.09609,-74.26449,B,A,no,,none reported,Eurasian watermilfoil; Curly-leafed pondweed; brittle naiad,none reported,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,Mayfield Lake Association,,,,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Mayham Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,McCarthy Hill Forest Pond,Steuben,Tuscarora,12,5,,,,11.5,3.5,,,,,2017-2018,42.0874,-77.2088,,,,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,
,Meadow Lake,Queens,Queens,83,34,6693,2709,80.4,3.9,1.2,,0.6,yes,,2014,40.73338,-73.83986,C,,no,,,none reported,common carp; goldfish; Northern snakehead,0,,,,NA,Stressed,Stressed,Threatened,Poor,Poor,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Long Island Sound/Atlantic Ocean,NYC LI,NYC LI,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
31,Melody Lake,Cortland,Willet,38,16,1236,500,32.3,15.4,4.7,6.9,2.1,no,0.16,"1987-1991, 1994, 1997-2018",42.47030,-75.87410,C,C,no,,none reported,Eurasian watermilfoil,none reported,0,,2013,no,NA,NA,Stressed,Fully supported,Fair,Fair,Fully supported,NA,NA,0,0,0,0,0,0,3,0,carp,Melody Lake Association ,yes,"Robert and Carol Rosati, Steve Smith",Central,Susquehanna River,west central,Central NY,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
,Middle Cassadaga Lake,Chautauqua,,26,11,2931,1186,111.0,36.1,11.0,,,no,,2017,42.34654395,-79.32553399,C,n/a,no,,,Eurasian watermilfoil; curly Leafed Pondweed,Common Carp,0,,,,NA,Unassessed,Impaired,Stressed,Poor,Poor,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,"Cassadaga Lakes Association, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
,Mill Pond,Genesee,Byron,6,3,150,61,23.4,5.2,1.6,,0.7,yes,,2014-2015,43.08393,-78.05583,C,B,no,,,none reported,none reported,19.1,Lake Alice,2015,no,NA,NA,Impaired,Stressed,Unknown,Unknown,Fully supported,NA,NA,0,0,0,0,6,1,0,0,,,yes,,,Genesee River,Finger Lakes,western ny,LCI,no,,1,1,0,LCI,no,,,,,,,,,,,
,Mill Pond,Orange,Mount Hope,23,9,,,,7.9,2.4,,,,,2018,41.4395,-74.5346,,,,,,,,,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Miller Pond,Chemung,Ashland,4,2,,,,6.6,2.0,,,,,2018,42.0714,-76.7922,,,,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Miller Lake (Madison?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Millers Pond,Suffolk,Smithtown,19,8,5268,2132,273.3,3.6,1.1,,0.5,yes,,2014,40.84573,-73.195708,C,A,no,,,Hydrilla; brittle naiad,none reported,0,,,,NA,NA,Impaired,Poor,Fair,Unknown,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Long Island Sound/Atlantic Ocean,NYC LI,NYC LI,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
137,Millsite Lake,Jefferson,Theresa,506,205,2240,907,4.4,76.1,23.2,42.0,12.8,no,13.68,1997-2018,44.29220,-75.76750,B,,no,Camp Wabasso Cabins; Camp Wabasso Children's Camp,none reported,Eurasian watermilfoil,banded mystery snail,0,,,,NA,Fully supported,Threatened,Fully supported,Good,Fair,Fully supported,4-Aug,1-Sep,3,1,1,0,0,0,0,0,herbicides,Millsite Lake Association,yes,"Janice and Michael Douglass, Steven DuBois, George Kabel, Robert and Gail Wright",Adirondack,St. Lawrence River,western Adk,western Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
149,Mirror Lake,Essex,Lake Placid,122,49,988,400,8.1,29.5,9.0,13.77936,4.2,no,1.70,"1998-2001, 2003-2011, 2013-2018",44.2890015,-73.9821014,B(T),A,no,Crowne Plaza Lake Placid Resort; Golden Arrow Lakeside Resort; North Elba Municipal Beach; Mirror Lake Inn; High Peaks Resort Lakeside,none reported,broadleaf watermilfoil; curly leafed pondweed,none reported,0.0,,,no,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,,,0,0,0,0,0,0,0,0,physical,Mirror Lake Watershed Association,yes,,Adirondack,Lake Champlain,eastern Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,no,,,,,,,,,,,
150,Mohegan Lake,Westchester,Yorktown,102,41,647,262,6.3,16.1,4.9,7.9,2.4,no,0.63,"1998-2013, 2015-2018",41.31400,-73.84880,B,A,no,Mohegan Colony Association; Mohegan Beach Park District,none reported,Eurasian watermilfoil,none reported,0,,"2012, 2013, 2014, 2015, 2017",yes,NA,Stressed,Impaired,Stressed,Poor,Fair,Fully supported,7-Jul,1-Sep,9,5,5,0,2,10,3,4,mechanical,Mohegan Lake Improvement District,yes,"Randall Duggan, Ken Belfter, Wayne Poland",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,5,2,3,CSLAP,no,,,,,10,,,,,,
186,Monhagen Lake,Orange,Wallkill,64,26,385,156,6.0,23.6,7.2,11.8,3.6,no,1.00,"2003-2005, 2008-2010, 2018",41.45844,-74.45403,AA,B,yes,,none reported,none reported,none reported,7.8,Lake Guymard,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
236,Montgomery Lake,Sullivan,Highland,19,8,171,69,8.8,32.8,10.0,15.4,4.7,no,0.87,2014-2018,41.52530,-74.91730,B,,no,,none reported,none reported,none reported,9.2,Swinging Bridge Reservoir,"2012, 2013, 2015, 2016, 2017",yes,NA,Unassessed,Impaired,Unassessed,Unassessed,Unassessed,Unassessed,14-Jul,22-Sep,11,6,6,7,4,1,8,4,,Montgomery Lake Association,yes,"Brenda and Donald Derfner, Frank Moseley",Downstate,Delaware River,Mid Atlantic,Mid Hudson,CSLAP,no,,5,2,3,CSLAP,no,,,,,,,,,,,
98,Moon Lake,Jefferson,Theresa,218,88,914,370,4.2,20.0,6.1,12.1,3.7,no,3.18,"1992-1996, 2015 (L)",44.25430,-75.73240,C,,no,,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,"2015, 2016",yes,NA,NA,Impaired,Stressed,Poor,Fair,Fully supported,25-Aug,8-Sep,3,1,1,6,7,0,0,0,,,,,,St. Lawrence River,western Adk,western Adk,CSLAP,no,,2,2,1,CSLAP,no,,,,,,,,,,,
1003,Moreau Lake,Saratoga,Moreau,128,52,470,190,3.7,50.0,15.4,32.2,9.8,no,6.80,1994-2002,43.23125,-73.71195,A(T),A,yes,,none reported,Eurasian watermilfoil,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Upper Hudson River,eastern Adk,Mohawk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Morningside Lake,Sullivan,Fallsburg,134,54,2297,929,17.1,12.1,3.7,3.9,1.2,no,0.69,2015,41.75116,-74.65291,B,A,no,,,water chestnut; Curly leafed pondweed,none reported,0,,"2015, 2016",yes,NA,Fully supported,Fully supported,Threatened,Good,Good,Fully supported,28-Jul,11-Aug,3,2,2,2,3,1,0,0,,,yes,,,Delaware River,Mid Atlantic,Mid Hudson,LCI,no,,2,2,1,LCI,no,,,,,,,,,,,
,Mosher Pond,Oswego,Altmar,51,21,1030,417,20.1,5.6,1.7,,0.8,yes,,2015,43.4658776,-76.002903,C,A,no,,,none reported,none reported,4.0,Kasoag Lake,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,"June: David Kelley, David Neuman; July: David Neuman, Rebecca Gorney; September: David Neuman, Rebecca Gorney",,Lake Ontario,Ontario,Central NY,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Mossy Bank Park Pond,Steuben,Bath,5,2,,,,8.2,2.5,,,,,2018,42.3177986,-77.3261032,,,,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Mountain Lake,Fulton,Gloversville,32,13,314,127,9.8,14.4,4.4,6.8,2.1,no,0.26,1998-2001,43.10643,-74.37011,C,A,no,,none reported,none reported,none reported,2.2,Peck Lake,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Mohawk River,,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
85,Mountain View Lake,Franklin,Belmont,198,80,283522,114735,1428.8,,,3.9,1.2,no,0.01,1991-1995,44.69896,-74.12517,B(T),A,no,,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Fully supported,Stressed,Stressed,Good,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,physical,Mountain View Association,,,,St. Lawrence River,western Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Mud Lake,Onondaga,Baldwinsville,198,80,836,338,4.2,3.0,0.9,,,no,,"2016, 2017",43.1811764,-76.40925202,C,D,no,,,Eurasian watermilfoil; water chestnut; curly leafed pondweed,none reported,0,,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Seneca/Oneida/Oswego Rivers,,,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Murphy Pond,Saratoga,Clifton Park,218,88,2526,1022,11.6,5.2,1.6,,0.7,yes,,2015-2016,42.8443177,-73.8096285,,A,no,,,Curly-leafed pondweed,none reported,2.6,Stony Creek Reservoir,,,,,,,,,,NA,NA,0,0,0,0,0,0,0,0,,,yes,"June: David Kelley, David Neuman; July: David Kelley, Rebecca Gorney, Komal Narwekar; August: Scott Kishbaugh, AD",,Mohawk River,,Mohawk,LCI,yes,,0,0,0,LCI,no,,,,,,,,,,,
6,Nassau Lake,Rensselaer,Nassau,173,70,8520,3448,49.3,11.5,3.5,5.9,1.8,no,0.07,"1986-1990, 1997-2000, 2017-2018",42.53785,-73.60379,B,B,no,,none reported,Water chestnut; Curly leafed pondweed,none reported,0,,"2012, 2013, 2014, 2016, 2017",yes,NA,Stressed,Impaired,Stressed,Poor,Fair,Precluded,7-Jul,13-Oct,15,8,8,5,0,3,2,8,,,,,,Lower Hudson River,,mid Hudson,CSLAP,no,,5,2,3,CSLAP,no,,,,,,,,,,,
,New Albion Lake,Cattaraugus,New Albion,46,19,4630,1874,100.0,13.5,4.1,,1.9,yes,,2012,42.30303,-78.91524,,B?,no,,,Eurasian watermilfoil,none reported,4.8,Linlyco Pond,,,NA,NA,Stressed,Stressed,Unassessed,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Allegheny River,western NY,western ny,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Newark Reservoir,Ontario,,88,36,4506,1823,51.2,21.6,6.6,,,no,,2016-2017,42.93191653,-77.09255434,C,B,no,Camp Dittmer,,Eurasian watermilfoil; curly Leafed Pondweed,,0,,"2016, 2017",yes,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,25-Aug,6-Oct,6,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nicks Lake,Herkimer,Webb,205,83,2761,1117,13.5,17.1,5.2,8.2,2.5,no,0.26,2013,43.67327,-74.98994,A(T),,yes,,,none reported,none reported,5.1,Fulton Second Lake,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Black River,western Adk,Finger Lakes,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
19,North Sandy Pond,Oswego,Sandy Creek,2400,971,47653,19284,19.9,13.5,4.1,7.9,2.4,no,0.32,"1986-1990, 2016 (L)",43.65677,-76.17955,B,,no,,none reported,Eurasian watermilfoil; variable watermilfoil; European frogbit; curly-leafed pondweed,zebra mussels,0,,"2015, 2016",yes,NA,Stressed,Impaired,Unassessed,Unassessed,Fair,Stressed,NA,NA,0,0,0,4,2,0,0,0,,,,,Central,Lake Ontario,Ontario,Central NY,CSLAP,no,,2,2,1,CSLAP,yes,,,,,,,,,,,
,Nunda Reservoir,Livingston,Dalton,7,3,1554,629,209.6,12.5,3.8,,1.7,yes,,2014-2015,42.54075,-77.91848,A,A,yes,,,Eurasian watermilfoil,none reported,12.2,Silver Lake,,,Threatened,Fully supported,Threatened,Fully supported,Unknown,Unknown,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Genesee River,Finger Lakes,Finger Lakes,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Oppenheim Park Pond,Niagara,Niagara Falls,4,1,73,30,20.9,9.8,3.0,,,no,,2015-2016,43.0934543,-78.9032722,,,no,,,Water Hyacinth,none reported,0,,,,,,,,,,,NA,NA,0,0,0,0,0,0,0,0,,,yes,"June: David Kelley, Rebecca Gorney; July: David Kelley, Molly S; September: Scott Kishbaugh, Molly S",,Lake Erie/Niagara River,western NY,western ny,LCI,yes,,0,0,0,LCI,no,,,,,,,,,,,
30,Oquaga Lake,Broome,Deposit,134,54,1557,630,11.6,114.8,35.0,45.6,13.9,no,3.30,"1987-1992, 2002-2018",42.02240,-75.45940,AA,A,yes,Scott's Oquaga Lake House Beach,none reported,none reported,none reported,5.5,Deer Lake,,,Fully Supported,Fully Supported,Fully Supported,Fully Supported,Unknown,Unknown,Fully Supported,NA,NA,0,0,0,0,0,0,0,0,,Oquaga Lake Improvement Association ,yes,"Mark and Emma Millspaugh, Marshal Pettersen, Daniel Davenport",Central,Delaware River,Mid Atlantic,Central NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
109,Orange Lake,Orange,Newburgh,410,166,6679,2703,16.3,21.0,6.4,8.2,2.5,no,0.27,"1994-1998, 2002, 2005, 2011-2014, 2016-2018",41.54880,-74.10370,B,A,no,,none reported,Eurasian watermilfoil,none reported,0,,"2012, 2013, 2014, 2015, 2016, 2017",yes,NA,Stressed,Impaired,Stressed,Poor,Fair,Fully supported,26-May,29-Sep,12,5,5,4,10,8,2,4,carp,Orange Lake Civic Association,yes,"Donald, Karen, Bo and Kayla DuBois, Anthony and Laraine Esposito, Christian Cullen",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,6,2,3,CSLAP,no,,,,,,,,,,,
256,Otisco Lake,Onondaga,"Spafford, Otisco",2210,894,27136,10981,12.3,65.9,20.1,33.5,10.2,no,,2017-2018,42.8686668,-76.28247232,AA,C,yes,,,"Eurasian watermilfoil, Starry Stonewart, Curly Leafed Pondweed, Water Chestnut","Fishhook Waterflea, Asian Clam, Common Carp, Zebra Mussel, Scud, Green Sunfish",0,,2015,no,Threatened,Unassessed,Stressed,Stressed,Unassessed,Unassessed,Unassessed,7-Jul,14-Jul,2,1,1,0,0,0,0,0,,Otisco Lake Preservation Association,,,,,,,,,,,,,,,,,,,,,,,,,
99,Otter Lake,Oneida,Forestport,282,114,1478,598,5.2,9.8,3.0,4.6,1.4,no,0.35,"1992-1996, 2002-2009, 2011, 2013, 2015-2018",43.59210,-75.11460,A,A,yes,,none reported,none reported,none reported,13.7,Fulton Second Lake,,,Fully supported,Fully supported,Stressed,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,carp,Otter Lake Association ,yes,Scott and Mona Lincoln,Adirondack,Black River,western Adk,western Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Otter Lake-C,Cayuga,Cato,282,114,1307,529,4.6,9.2,2.8,,1.3,yes,,2011-2012,43.13643,-76.53107,C,,no,,,Eurasian watermilfoil; curly-leafed pondweed,none reported,0,,,,NA,NA,Stressed,Fully supported,Fair,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Seneca/Oneida/Oswego Rivers,,Finger Lakes,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
61,Owasco Lake,Cayuga,"Owasco, Fleming, Niles, Moravia, Scipio",6784,2745,129683,52480,19.1,166.0,50.6,95.5,29.1,no,3.10,"1989-1994, 1997, 2012, 2017-2018",42.83135,-76.50767,AA(T),C,yes,Emerson Park Beach; Deauville Island Beach; Casowasco Camp & Retreat Center; Camp Columbus; Camp Y-Owasco; Owasco Yacht Club; Camp Rotary,none reported,Eurasian watermilfoil; Curly-leafed pondweed,zebra mussels; Asian clam; scud,0,,"2013, 2014, 2015, 2016, 2017",yes,Impaired,Impaired,Impaired,Fully supported,Fair,Fair,Fully supported,21-Jul,20-Oct,10,10,10,7,9,6,2,1,,Owasco Watershed Lake Association,,,,Seneca/Oneida/Oswego Rivers,,Finger Lakes,CSLAP,no,,5,2,3,CSLAP,yes,,,,,5.5,,,,,,
,Page Pond,Broome,Sanford,13,5,688,278,53.5,29.5,9.0,,4.1,yes,,2014-2015,42.14257,-75.48205,C(T),,no,Amahami Outdoor Center; Tuscarora Children's Camp Beach,,none reported,none reported,6.8,Deer Lake,,,NA,NA,Fully Supported,Fully Supported,Unknown,Unknown,Fully Supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Delaware River,Mid Atlantic,Central NY,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
246,Palmer Lake,Putnam,Carmel,14,6,460,186,32.8,6.9,2.1,4.0,1.2,no,0.05,2016-2018,41.4387016,-73.6734009,,A,no,,,Eurasian watermilfoil; brittle naiad,none reported,0,,,,NA,Stressed,Impaired,Fully supported,Good,Good,Fully supported,7-Jul,14-Jul,2,1,1,0,0,0,0,0,,Hill and Dale Property Owners Inc.,yes,"Kathy Kahng, Nicola Roe, Maryann Koofman, John Olson",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
103,Panther Lake,Oswego,Constantia,122,49,983,398,8.1,18.0,5.5,8.5,2.6,no,0.36,"1993-1997, 2014-2018",43.32920,-75.90870,B,A,no,,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,4-Aug,8-Sep,4,2,2,0,0,0,0,0,,Panther Lake Association,yes,"Bruce and Debbie Walters, Art and Barry McClean, Art and Lynn Montani, Pam and Jim Lemm, H. Godell",Central,Seneca/Oneida/Oswego Rivers,west central,Central NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
184,Paradox Lake,Essex,Schroon Lake,845,342,4965,2009,5.9,60.7,18.5,28.5,8.7,no,2.83,"2003, 2005, 2007-2011, 2013",43.88601,-73.69285,AA,0,yes,Southwoods Camp; Lake Paradox Club; Sunderland Cottages,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
184.2,Paradox Lake-Site 2,Essex,Schroon Lake,845,342,4965,2009,5.9,60.7,18.5,28.5,8.7,no,2.83,"2003, 2005, 2007-2011, 2013",43.89037,-73.67063,AA,0,yes,Southwoods Camp; Lake Paradox Club; Sunderland Cottages,none reported,Eurasian watermilfoil; Curly-leafed pondweed,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Parker Pond,Cayuga,Cato,186,75,7883,3190,42.5,10.3,3.1,,1.4,yes,,2011-2012,43.16305,-76.55776,C ,,no,,,Eurasian watermilfoil; curly-leafed pondweed,none reported,0,,,,NA,NA,Stressed,Fully supported,Fair,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Seneca/Oneida/Oswego Rivers,,Finger Lakes,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
