OBJECTID_1,GNIS_ID,GNIS_Name,ReachCode,FType,FCode,SepticLoad,Developed,Agricultur,Forest,TotalLoad,wsAcres,LakeAcres,LkAreaLoad,PtSource,BasinName,BasNumber,Shape_Leng,NHDshort,Resolution,LakeID,FIN,County,Type,Water,Alt_Name,Beach,M_BAS_NAME,BASIN_NAME,LocationID,PWS,Class,PWL_ID,LocName,Lat,Long,AnthroLoad,YearSample,OBJECTID_12,PWL_ID_1,WIN,NAME,DESCRIPT,BASIN,WBTYPE,LGTH_AREA,WSUP_USEASMT,WSUP_DCMT,SHEL_USEASMT,SHEL_DCMT,BATH_USEASMT,BATH_DCMT,RECR_USEASMT,RECR_DCMT,CONS_USEASMT,CONS_DCMT,AQAT_USEASMT,AQAT_DCMT,HABH_USEASMT,AEST_USEASMT,WBCATGRY,MGMTSTAT,UPDATE_YR,FACT_SHEET
631,976398,Hall Lake,4.1503E+12,390,39004,0,0,0,29.9343,29.9343,310.56,8.024594395,3.730319382,0,St. Lawrence River Basin,9,0.008818809,2001472,2,0905HAL0255,SL-25-82-3-4-P255,St Lawrence,Lake,Hall Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905HAL0255_C,No,D,0905-0171,Hall Lake Centroid,44.2918015,-75.1649017,0, ,828,0905-0171,"SL-25- 82-P255,P256,P257","Hall Lake, Parlow Pond, Shingle Pond",total area of all three lakes,Saint Lawrence River,L,13.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,No Known Impact,,1/23/2009 0:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0171.pdf
632,976901,Rock Lake,4.1503E+12,390,39004,0,0,0,29.645187,29.6452,325.743,26.6140646,1.11389175,0,St. Lawrence River Basin,9,0.025752071,2001602,2,0905ROC0137,SL-25-73-19-5-P137,St Lawrence,Lake,Rock Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905ROC0137_C,No,CT,0905-0148,Rock Lake Centroid,44.169899,-75.1399002,4.8846E-07, ,512,0905-0148,SL-25- 73-19- 5-P137,Rock Lake,entire lake,Saint Lawrence River,L,19.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0148.pdf
633,953912,Jakes Pond,4.1503E+12,390,39004,0,0,0,8.428752,8.428752,106.513,18.78183852,0.448771402,0,St. Lawrence River Basin,9,0.019870623,2001759,2,0905JAK0245,SL-25-73-43-P245,Herkimer,Lake,Jakes Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905JAK0245_C,No,CT,0905-0038,Jakes Pond Centroid,43.9765015,-75.1251984,0, ,618,0905-0038,SL-25- 73..P240 thru 247,"Desert, Jakes, Buck, Hog Ponds, more",total area of all four lakes,Saint Lawrence River,L,46.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Precluded,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0038.pdf
634,977076,Streeter Lake,4.1503E+12,390,39009,0,0,0,82.397162,82.3972,922.303,70.52379442,1.168359738,0,St. Lawrence River Basin,9,0.029092669,2001653,2,0905STR0285,SL-25-101-24-5-P285,St Lawrence,Lake,Streeter Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905STR0285_C,No,CT,0905-0174,Streeter Lake Centroid,44.1072998,-75.0718002,5.3883E-07, ,818,0905-0174,SL-25-101..P285,Streeter Pond,entire lake,Saint Lawrence River,L,68.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,No Known Impact,,1/23/2009 0:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0174.pdf
635,951793,Gregg Lake,4.1503E+12,390,39004,0,0,0,131.0126,131.013,1395.42,18.20391271,7.196947275,0,St. Lawrence River Basin,9,0.014537112,2005739,2,0905GRE0181,SL-25-73-26-38-P181,Herkimer,Lake,Gregg Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905GRE0181_C,No,CT,0905-0035,Gregg Lake Centroid,43.9625015,-75.0656967,2.19733E-05, ,942,0905-0035,SL-25- 73-26-38-P179 thru P186,"Gregg Lake, Green, Twin, Loon Hollow Pds",total area of all four lakes,Saint Lawrence River,L,34.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Precluded,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0035.pdf
636,962105,Quinn Lake,2.0401E+12,390,39004,0,2.563628,3.969742,43.389167,49.9225,462.204,9.673046306,5.160994212,0,Delaware River Basin,14,0.010345827,2000471,2,1403QUI5452,D-70-29-1-P5452,Delaware,Lake,Quinn Lake, ,No,Delaware River Basin,East Branch Delaware River,1403QUI5452_C,No,C, ,Quinn Lake Centroid,42.0273018,-75.0177994,0.675416285, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
637, , ,2.0401E+12,390,39009,0,0.661581,8.317554,19.770871,28.75,229.082,9.177857776,3.132540044,0,Delaware River Basin,14,0.008728785,1001351,2,1401UWB0246B,D-53-2-5-3-P246B,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB0246B_C,No,CT, ,Unnamed Water Centroid,41.8624001,-74.9884033,0.978346932, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
638, , ,2.0401E+12,390,39004,0,0,0,48.748874,48.7489,494.453,10.072,4.840039118,0,Delaware River Basin,14,0.017705154,1003786,2,1401UWB5232,D-36-3-P5232,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB5232_C,No,B, ,Unnamed Water Centroid,41.5568008,-74.9692993,2.58141E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
639, , ,2.0401E+12,390,39004,0,0.496186,25.425251,18.525462,44.4469,254.693,9.170960177,4.846482608,0,Delaware River Basin,14,0.008559023,2000504,2,1403UWB0294A,D-70-20-25-3-P294A,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,East Branch Delaware River,1403UWB0294A_C,No,BT, ,Unnamed Water Centroid,41.9494019,-74.8796997,2.826469366, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
640,967032,Tanglewood Lake,2.0401E+12,390,39011,2.940297,5.788836,54.2031,123.517905,186.45,1326.12,10.1209,18.4223,0,Delaware River Basin,14,0.00996029,1001261,2,1404TAN5539,D-71-54-P5539,Delaware,Lake,Tanglewood Lake, ,No,Delaware River Basin,West Branch Delaware River,1404TAN5539_C,No,CTS, ,Tanglewood Lake Centroid,42.2307014,-74.8711014,6.218033475,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,
641,944546,Boyds Pond,2.0401E+12,390,39004,5.880594,2.244651,0,29.578469,37.7037,416.731,10.4127,3.6209353,0,Delaware River Basin,14,0.008282022,4002276,2,1401BOY0176A,D-25-7-P176A,Sullivan,Lake,Boyds Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401BOY0176A_C,No,CT, ,Boyds Pond Centroid,41.5192986,-74.8580017,0.780319322, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
642, , ,2.0401E+12,390,39004,22.0522,13.060324,89.886297,74.368721,199.368,999.893,10.5578,18.8834,0,Delaware River Basin,14,0.009258369,4006292,2,1401UWB5350,D-10-22-P128-1-4-P5350,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB5350_C,No, , ,Unnamed Water Centroid,41.8063011,-74.8272018,11.8395, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
643, , ,2.0401E+12,390,39004,8.820891,13.1253,0,109.529291,131.475,1219.99,23.7209,5.542600955,0,Delaware River Basin,14,0.014088521,4002268,2,1401UWB5192,D-10-8-P5192,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB5192_C,No,BT, ,Unnamed Water Centroid,41.5119019,-74.7735977,0.925163421, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
644, , ,2.0401E+12,390,39004,2.940297,1.819349,0,14.96715,19.7268,162.078,9.323590067,2.115793901,0,Delaware River Basin,14,0.008391577,4002227,2,1401UWB5188,D-10-11-2-P89-1-P5188,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB5188_C,No,B, ,Unnamed Water Centroid,41.5732994,-74.7699966,0.510495417, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
645,968070,Twin Ponds,2.0401E+12,390,39004,17.6418,15.092323,17.39125,125.541695,175.667,1332.69,8.730300147,20.1215,0,Delaware River Basin,14,0.011164257,4002187,2,1401TWI0120A,D-10-19-P120A,Sullivan,Lake,Twin Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401TWI0120A_C,No,B, ,Twin Pond Centroid,41.6245003,-74.768898,5.741532841, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
646,947740,Crescent Lake,2.0401E+12,390,39004,45.5746,80.707011,70.482377,151.939922,4914.85,2007.66,19.8468,247.64,4566.15,Delaware River Basin,14,0.018179284,4002200,2,1401BIR0109,D-10-16-P109,Sullivan,Lake,Birchwood Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401BIR0109_C,No,B, ,Birchwood Pond Centroid,41.6011009,-74.7570038,239.984, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
647,948274,Delfongos Pond,2.0401E+12,390,39004,0,0.661581,0,37.495713,38.1573,375.645,9.952537856,3.833926035,0,Delaware River Basin,14,0.010497747,4002167,2,1401DEL5216,D-10-20-1-P5216,Sullivan,Lake,Delfongos Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401DEL5216_C,No,B, ,Delfongos Pond Centroid,41.6483994,-74.7666016,0.066474201, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
648, , ,2.0401E+12,390,39011,1.470149,0,0,11.164204,12.6344,129.973,17.4482,0.724106326,0,Delaware River Basin,14,0.0123759,1001243,2,1404UWB0455A,D-71-86-P455A,Delaware,Lake,Unnamed Water, ,No,Delaware River Basin,West Branch Delaware River,1404UWB0455A_C,No,C, ,Unnamed Water Centroid,42.3749008,-74.7220001,0.084260611, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
649, , ,2.0401E+12,390,39004,30.8731,3.142511,0,125.986484,160.002,1356.17,16.5181,9.686472112,0,Delaware River Basin,14,0.012317022,4002300,2,1401UWB5005,D-5-P73-2-P5005,Orange,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB5005_C,No,B, ,Unnamed Water Centroid,41.4603996,-74.6800003,2.059287448, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
650, , ,2.0401E+12,390,39004,0,0,0,0.244634,0.244634,3.910718594,6.937739314,0.035261342,0,Delaware River Basin,14,0.007447271,4002142,2,1402UWB5108,D-P5108,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Neversink,1402UWB5108_C,No,B, ,Unnamed Water Centroid,41.6579018,-74.6433029,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
651, , ,2.0401E+12,390,39004,0,3.384697,0,6.138088,9.522785,73.0587,10.2879,0.925629623,0,Delaware River Basin,14,0.008762247,4002299,2,1402UWB5016,D-1-12-1-1-P5016,Orange,Lake,Unnamed Water, ,No,Delaware River Basin,Neversink,1402UWB5016_C,No,CTS, ,Unnamed Water Centroid,41.4450989,-74.5883026,0.328997852, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
652, , ,2.0401E+12,390,39004,0,0.661581,0,1.023015,1.684596,12.5617,8.06000624,0.209006786,0,Delaware River Basin,14,0.010233424,4007856,2,1402UWB5056,D-P5056,Sullivan,Lake,Iroquois Springs Lake,Unnamed Water,Yes,Delaware River Basin,Neversink,1402UWB5056_C,No, , ,Unnamed Water Centroid,41.6287994,-74.5808029,0.082081946, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
653, , ,2.0401E+12,390,39004,1.470149,2.150139,0,35.805515,39.4258,399.308,38.7033,1.018667711,0,Delaware River Basin,14,0.021716163,4002153,2,1402UWB5571,D-1-12-25-2-P5571,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Neversink,1402UWB5571_C,No,CT, ,Unnamed Water Centroid,41.6272011,-74.5467987,0.09353944, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
654, , ,2.0401E+12,390,39009,2.940297,0.413488,0,65.984448,69.3382,665.559,9.002335854,7.702249185,0,Delaware River Basin,14,0.008303301,4002141,2,1402UWB0026A,D-1-12-25-1-2-P26A,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Neversink,1402UWB0026A_C,No,C, ,Unnamed Water Centroid,41.6380997,-74.5279999,0.372542422, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
655, , ,2.0401E+12,390,39009,77.9179,163.534626,0,694.515784,935.968,7473.51,804.71,1.163112527,0,Delaware River Basin,14,0.224699908,4002785,2,1402UWB5050,D-1-12-P5050,"Orange, Sullivan",Lake,Unnamed Water, ,No,Delaware River Basin,Neversink,1402UWB5050_DH,No,C, ,BASHER KILL DEEP HOLE,41.5200005,-74.5417023,0.300048733,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,
656, , ,2.0401E+12,390,39004,0,9.315301,26.748498,57.844809,93.9086,665.985,7.471654899,12.5686,0,Delaware River Basin,14,0.008070155,1003713,2,1404UWB5423,D-71-8-P5423,Broome,Lake,Unnamed Water, ,No,Delaware River Basin,West Branch Delaware River,1404UWB5423_C,No,CT, ,Unnamed Water Centroid,42.0321999,-75.4328995,4.826747419, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
657, , ,2.0401E+12,390,39004,0,0,0,12.498571,12.4986,133.885,14.3728,0.869598895,0,Delaware River Basin,14,0.012885081,1004529,2,1401UWB5277,D-53-1-4A-P5277,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB5277_C,No, , ,Unnamed Water Centroid,41.7341995,-74.9938965,2.0177E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
658, , ,2.0401E+12,390,39004,2.940297,9.421626,49.33266,41.454335,103.149,519.242,10.0232,10.291,0,Delaware River Basin,14,0.009364705,1001468,2,1401UWB5280,D-P5280,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB5280_C,No,CT, ,Unnamed Water Centroid,41.7165985,-74.9634018,6.155186467, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
659, , ,2.0401E+12,390,39004,0,0.578884,0.567106,3.602791,4.748781,41.232,8.771026036,0.541416817,0,Delaware River Basin,14,0.012898943,4002275,2,1401UWB5238,D-25-6-P5238,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB5238_C,No, , ,Unnamed Water Centroid,41.5251007,-74.9052963,0.130656322, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
660, , ,2.0401E+12,390,39011,0,0.744279,4.064259,20.727167,25.5357,227.647,10.0804,2.533203643,0,Delaware River Basin,14,0.011636708,1001250,2,1404UWB5528,D-71-61-2-P5528,Delaware,Lake,Unnamed Water, ,No,Delaware River Basin,West Branch Delaware River,1404UWB5528_C,No,CT, ,Unnamed Water Centroid,42.282299,-74.888298,0.477018075, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
661,969075,Wesserlauf Pond,2.0401E+12,390,39004,30.8731,16.988463,41.982522,37.451234,127.295,555.339,33.8678,3.758594801,0,Delaware River Basin,14,0.027923699,4002169,2,1401WAS5213,D-10-15-P103-4-P5213,Sullivan,Lake,Wasserlauf Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401WAS5213_C,No,B, ,Wasserlauf Pond Centroid,41.6635017,-74.8510971,2.652778332, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
662,971020,Wheelers Pond,2.0401E+12,390,39004,4.410446,1.240465,0,4.092059,9.742969,49.4698,6.701930802,1.453755535,0,Delaware River Basin,14,0.007092029,4002113,2,1401WHE0127C,D-10-22-3A-P127C,Sullivan,Lake,Wheelers Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401WHE0127C_C,No,B, ,Wheelers Pond Centroid,41.7380981,-74.7894974,0.843176417, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
663, , ,2.0401E+12,390,39004,8.820891,3.12479,0,18.236349,30.182,227.828,39.084,0.77223493,0,Delaware River Basin,14,0.020987626,4002176,2,1402UWB5086,D-1-36-3-P5086,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Neversink,1402UWB5086_C,No, , ,Unnamed Water Centroid,41.6264992,-74.6648026,0.305640441, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
664, , ,2.0401E+12,390,39004,1.470149,26.42781,34.315471,71.366395,133.58,822.897,10.5443,12.6684,0,Delaware River Basin,14,0.011151325,4002103,2,1402CED0048,D-1-38-6-P48,Sullivan,Lake,Cedar Hill Pond, ,No,Delaware River Basin,Neversink,1402CED0048_C,No,B, ,Cedar Hill Pond Centroid,41.7434006,-74.6371002,5.900211963, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
665,952997,Holleys Pond,2.0401E+12,390,39004,2.940297,0.496186,0,15.523136,18.9596,167.297,9.831872758,1.928383276,0,Delaware River Basin,14,0.012545648,4002265,2,1402HOL0030A,D-1-16-P30A,Orange,Lake,Holleys Pond, ,No,Delaware River Basin,Neversink,1402HOL0030A_C,No,B, ,Holleys Pond Centroid,41.4874001,-74.6109009,0.349522831, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
666,967941,Tunis Pond,2.0401E+12,390,39011,0,0,0,6.783032,6.783032,73.4174,6.489454837,1.04523911,0,Delaware River Basin,14,0.008719271,2000456,2,1403TUN0351,D-70-20-72-1-P351,Ulster,Lake,Tunis Pond, ,No,Delaware River Basin,East Branch Delaware River,1403TUN0351_C,No,C, ,Tunis Pond Centroid,42.0181999,-74.560997,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
667, , ,2.0401E+12,390,39004,130.843,13.49744,74.39096,71.232958,289.965,940.085,21.2215,13.6637,0,Delaware River Basin,14,0.016003912,1001308,2,1404UWB5426,D-P5426,Broome,Lake,Unnamed Water, ,No,Delaware River Basin,West Branch Delaware River,1404UWB5426_C,No,B, ,Unnamed Water Centroid,42.0027008,-75.4645996,10.3071, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
668,948045,Dascher Pond,2.0401E+12,390,39009,0,1.819349,15.311861,34.448908,51.5801,391.791,9.522270458,5.416787753,0,Delaware River Basin,14,0.008771378,1001362,2,1401VOG0257A,D-58-2-P257A,Sullivan,Lake,Vogel Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401VOG0257A_C,No,C, ,Vogel Pond Centroid,41.8521004,-75.0632019,1.799065893, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
669, , ,2.0401E+12,390,39004,2.940297,5.729767,21.644545,3.335917,33.6505,102.935,7.947758824,4.233964159,0,Delaware River Basin,14,0.009479871,1001501,2,1401UWB0215A,D-37-8-1-P215A,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB0215A_C,No,BT, ,Unnamed Water Centroid,41.6783981,-74.9985962,3.81423036, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
670,953023,Holp Pond,2.0401E+12,390,39009,0,1.40586,4.914918,26.553903,32.8747,304.024,31.784,1.034315442,0,Delaware River Basin,14,0.017100017,1001584,2,1401OSH5382,D-58-7-1-P5382,Sullivan,Lake,Oshler Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401OSH5382_C,No,CT, ,Oshler Pond Centroid,41.8786011,-74.998497,0.19886726, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
671, , ,2.0401E+12,390,39004,0,2.646325,0,32.847668,35.494,344.821,10.9965,3.227753649,0,Delaware River Basin,14,0.009071326,4005456,2,1401UWB5241,D-25-4-P5241,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB5241_C,No,CT, ,Unnamed Water Centroid,41.5015984,-74.8756027,0.240652208, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
672, , ,2.0401E+12,390,39004,26.4627,172.731787,32.703111,272.010713,503.908,3336.08,19.4365,25.9259,0,Delaware River Basin,14,0.020503749,4002134,2,1402LAU0040A,D-1-38-3-2-P40A,Sullivan,Lake,Laurel Lake, ,No,Delaware River Basin,Neversink,1402LAU0040A_C,No,B, ,Laurel Lake Centroid,41.6720009,-74.6771011,11.931, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
673, , ,2.0401E+12,390,39009,38.2239,250.48531,114.082819,312.95354,715.746,3914.32,29.3679,24.3717,0,Delaware River Basin,14,0.024769859,4002105,2,1401UWB5091,D-10-29-P5091,Sullivan,Lake,Unnamed Water, ,No,Delaware River Basin,Delaware River Main Stem,1401UWB5091_C,No,B, ,Unnamed Water Centroid,41.7341003,-74.669899,13.7154, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
674, , ,2.0401E+12,390,39004,0,5.883348,0,11.097486,16.9808,149.146,25.3246,0.670527195,0,Delaware River Basin,14,0.021749267,4002272,2,1402UWB5013,D-1-12-5-P5013,Orange,Lake,Unnamed Water, ,No,Delaware River Basin,Neversink,1402UWB5013_C,No,CT, ,Unnamed Water Centroid,41.4776993,-74.5645981,0.232316167, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
675,976121,Chaumont Pond,4.1503E+12,390,39009,570.417631,68.349617,5.198471,9847.472784,10674.1,109032,715.6277176,14.9157,182.646,St. Lawrence River Basin,9,0.280730556,2006330,2,0905UWB5265,SL-25-P5265,St Lawrence,Lake,Unnamed Water, ,No,St. Lawrence River Basin,Oswegatchie River,0905UWB5265_C,No, , ,Unnamed Water Centroid,44.221199,-74.9393005,1.15510788, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
676, , ,4.15031E+12,390,39004,58.805941,312.142324,2111.869292,518.913087,3001.73,9884.93,16.39428281,183.096,0,St. Lawrence River Basin,9,0.027219195,9001132,2,0901UWB0385,SL-43-P385,Jefferson,Lake,Unnamed Water, ,No,St. Lawrence River Basin,St. Lawrence River,0901UWB0385_C,No,D, ,Unnamed Water Centroid,44.2546005,-75.975502,151.444, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
677, , ,4.1503E+12,390,39004,0,21.265113,86.91733,7.094385,115.277,260.926,31.50394274,3.659123843,0,St. Lawrence River Basin,9,0.021433602,2001423,2,0905UWB5000,SL-25-P5000,St Lawrence,Lake,Unnamed Water, ,No,St. Lawrence River Basin,Oswegatchie River,0905UWB5000_C,No, , ,Unnamed Water Centroid,44.6808014,-75.4887009,3.433938917, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
678,976602,Lost Pond,4.1503E+12,390,39004,0,0,0,5.67106,5.67106,66.8909,6.669549506,0.850291312,0,St. Lawrence River Basin,9,0.012430311,2001594,2,0905LOS0103,SL-25-73-15-P103,St Lawrence,Lake,Lost Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905LOS0103_C,No,D, ,Lost Pond Centroid,44.2018013,-75.3408966,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
679,976986,Shiner Pond,4.1503E+12,390,39009,1.470149,0,0,16.323756,17.7939,174.835,11.40359474,1.560376829,0,St. Lawrence River Basin,9,0.010080775,2001573,2,0905SHI0099,SL-25-73-14-1-P99,St Lawrence,Lake,Shiner Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905SHI0099_C,No,CT, ,Shiner Pond Centroid,44.2066002,-75.273201,0.128919348, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
680, , ,4.1503E+12,390,39004,0,0,0,80.86264,80.8626,851.013,20.57028669,3.931040983,0,St. Lawrence River Basin,9,0.017658261,2006295,2,0905UWB5128,SL-25-82-17-P5128,St Lawrence,Lake,Unnamed Water, ,No,St. Lawrence River Basin,Oswegatchie River,0905UWB5128_C,No,D, ,Unnamed Water Centroid,44.2974014,-75.1334991,-1.94455E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
681, , ,4.1503E+12,390,39004,0,0,0,50.083241,50.0832,523.017,33.08034562,1.51398784,0,St. Lawrence River Basin,9,0.031359552,2001465,2,0905UWB5134,SL-25-82-17-P5134,St Lawrence,Lake,Unnamed Water, ,No,St. Lawrence River Basin,Oswegatchie River,0905UWB5134_C,No,D, ,Unnamed Water Centroid,44.2919998,-75.1215973,-1.23941E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
682, , ,4.1503E+12,390,39004,1.470149,0.496186,2.173906,103.724795,107.865,1098.65,40.41813658,2.668728574,0,St. Lawrence River Basin,9,0.040645494,2006362,2,0905UWB5253,SL-25-101-27-P5253,St Lawrence,Lake,Unnamed Water, ,No,St. Lawrence River Basin,Oswegatchie River,0905UWB5253_C,No,CT, ,Unnamed Water Centroid,44.1547012,-74.9963989,0.102434336, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
683,972025,Lower Beech Ridge Pond,4.1503E+12,390,39004,0,0,0,7.383497,7.383497,99.3713,24.59783411,0.300168583,0,St. Lawrence River Basin,9,0.017161739,2005736,2,0905LBE0203,SL-25-73-26-46-P203,Herkimer,Lake,Lower Beech Ridge Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905LBE0203_C,No,CT, ,Lower Beech Ridge Pond Centroid,43.964901,-74.9820023,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
684, , ,4.1503E+12,390,39004,0,0,0,6.07137,6.07137,77.4915,17.56661873,0.345619729,0,St. Lawrence River Basin,9,0.0128024,2001733,2,0905UWB0205,SL-25-73-26-47-1-P205,Herkimer,Lake,Unnamed Water, ,No,St. Lawrence River Basin,Oswegatchie River,0905UWB0205_C,No, , ,Unnamed Water Centroid,43.9863014,-74.9636993,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
685,958580,Nicks Pond,4.1503E+12,390,39004,0,0,0,160.435392,160.435,1716.41,16.09597981,9.967420056,0,St. Lawrence River Basin,9,0.01531889,2001658,2,0905NIC0359,SL-25-131-P359,Herkimer,Lake,Nicks Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905NIC0359_C,No, , ,Nicks Pond Centroid,44.0676003,-74.8595963,-2.43539E-05, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
686, , ,4.1503E+12,390,39004,0,0,0,23.573817,23.5738,248.029,6.562871148,3.591997537,0,St. Lawrence River Basin,9,0.010258453,4002918,2,0904UWB5085,SL-2-59-27-C-P5085,St Lawrence,Lake,Unnamed Water, ,No,St. Lawrence River Basin,Grass River,0904UWB5085_C,No, , ,Unnamed Water Centroid,44.2901993,-74.8520966,-2.59033E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
687, , ,4.1503E+12,390,39004,0,0,0,10.408063,10.4081,114.698,7.02075036,1.482471597,0,St. Lawrence River Basin,9,0.009421636,4002748,2,0904UWB5097,SL-2-48-16B-P5097,St Lawrence,Lake,Unnamed Water, ,No,St. Lawrence River Basin,Grass River,0904UWB5097_C,No,CT, ,Unnamed Water Centroid,44.4239998,-74.8543015,5.27009E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
