"sample_delivery_group","sys_sample_code","lab_anl_method_name","analysis_date","fraction","column_number","test_type","lab_matrix_code","analysis_location","basis","container_id","dilution_factor","prep_method","prep_date","leachate_method","leachate_date","lab_name_code","qc_level","lab_sample_id","percent_moisture","subsample_amount","subsample_amount_unit","analyst_name","instrument_id","comment.x","preservative","final_volume","final_volume_unit","cas_rn","chemical_name","result_value","result_error_delta","result_type_code","reportable_result","detect_flag","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","validated_yn","method_detection_limit","reporting_detection_limit","quantitation_limit","result_unit","detection_limit_unit","tic_retention_time","minimum_detectable_conc","counting_error","uncertainty","critical_value","validation_level","result_comment","qc_original_conc","qc_spike_added","qc_spike_measured","qc_spike_recovery","qc_dup_original_conc","qc_dup_spike_added","qc_dup_spike_measured","qc_dup_spike_recovery","qc_rpd","qc_spike_lcl","qc_spike_ucl","qc_rpd_cl","qc_spike_status","qc_dup_spike_status","qc_rpd_status","lab_sdg","X.data_provider","sample_name","sample_matrix_code","sample_type_code","sample_source","parent_sample_code","sample_date","sys_loc_code","start_depth","end_depth","depth_unit","chain_of_custody","sent_to_lab_date","sample_receipt_date","sampler","sampling_company_code","sampling_reason","sampling_technique","task_code","collection_quarter","composite_yn","composite_desc","sample_class","custom_field_1","custom_field_2","custom_field_3","comment.y"
"R1808357","18LCB023","E353.2","09/13/2018 13:55:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-009",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",0.0076,NA,"TRG","Yes","Y","",NA,"",NA,7e-04,NA,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB023","WA","N","Field","","08/29/2018 09:10:00","18LCB023",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB023","E351.2","09/19/2018 15:56:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 20:48:00",NA,NA,"ALSRNY","quant","R1808357-009",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",0.72,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB023","WA","N","Field","","08/29/2018 09:10:00","18LCB023",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB023","SM2120B","09/01/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,5,"","",NA,NA,"ALSRNY","quant","R1808357-009",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7.59,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB023","WA","N","Field","","08/29/2018 09:10:00","18LCB023",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB023","E365.1","09/14/2018 12:16:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-009",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0565,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB023","WA","N","Field","","08/29/2018 09:10:00","18LCB023",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB023","E365.1","09/14/2018 11:06:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-010",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.0262,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB023","WA","N","Field","","08/29/2018 09:10:00","18LCB023",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB023MS","E351.2","09/19/2018 15:57:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 20:48:00",NA,NA,"ALSRNY","quant","R1808357-009MS",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",3.09,NA,"SC","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",0.72,2.5,3.09,94,NA,NA,NA,NA,"",75,125,20,NA,NA,NA,"R1808357","ALSRNY","18LCB023","WA","MS","Lab","18LCB023","08/29/2018 09:10:00","18LCB023",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB023MSD","E351.2","09/19/2018 15:57:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 20:48:00",NA,NA,"ALSRNY","quant","R1808357-009DMS",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",2.94,NA,"SC","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,0.72,2.5,2.94,89,"5",75,125,20,NA,NA,NA,"R1808357","ALSRNY","18LCB023","WA","SD","Lab","18LCB023","08/29/2018 09:10:00","18LCB023",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025","SM 2320 B","09/10/2018 14:50:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-001",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",14.4,NA,"TRG","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","N","Field","","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025","D6919-09","09/09/2018 19:16:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-001",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,8e-04,8e-04,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","N","Field","","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025","SM5310C","09/11/2018 00:16:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-001",NA,42,"mL",NA,NA,NA,NA,42,"mL","TOC","TOTAL ORGANIC CARBON",6.8,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","N","Field","","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025","SM10200H","09/13/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,4,"","",NA,NA,"ALSRNY","quant","R1808357-001",NA,500,"mL",NA,NA,NA,NA,NA,"","479-61-8","Chlorophyll A",2.69,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,0.32,"ug/l","ug/l",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","N","Field","","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025","SM2120B","08/30/2018 10:15:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-001",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",34,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","N","Field","","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025","E353.2","09/13/2018 13:42:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-001",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",NA,NA,"TRG","Yes","N","U",NA,"U",NA,7e-04,7e-04,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","N","Field","","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025","E351.2","09/19/2018 13:40:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 18:41:00",NA,NA,"ALSRNY","quant","R1808357-001",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",0.76,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","N","Field","","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025","SM2120B","09/01/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-001",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7.51,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","N","Field","","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025","E365.1","09/14/2018 12:11:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-001",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0114,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","N","Field","","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025","E365.1","09/14/2018 11:02:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-002",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.002,0.002,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","N","Field","","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025DUP","SM 2320 B","09/10/2018 14:54:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-001DUP",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",14.4,NA,"TRG","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",14.4,NA,NA,NA,14.4,NA,NA,NA,"<1",NA,NA,20,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","LR","Lab","18LCB025","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025MS","E353.2","09/13/2018 13:44:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-001MS",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",0.538,NA,"SC","Yes","Y","",NA,"",NA,7e-04,NA,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"",0,0.5,0.538,108,NA,NA,NA,NA,"",75,125,20,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","MS","Lab","18LCB025","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB025MSD","E353.2","09/13/2018 13:45:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-001DMS",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",0.554,NA,"SC","Yes","Y","",NA,"",NA,7e-04,NA,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,0,0.5,0.554,111,"3",75,125,20,NA,NA,NA,"R1808357","ALSRNY","18LCB025","WA","SD","Lab","18LCB025","08/28/2018 10:00:00","18LCB025",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB026","D6919-09","09/11/2018 19:37:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-003",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,8e-04,8e-04,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB026","WA","N","Field","","08/28/2018 10:05:00","18LCB026",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB026","SM5310C","09/11/2018 00:36:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-003",NA,42,"mL",NA,NA,NA,NA,42,"mL","TOC","TOTAL ORGANIC CARBON",6.1,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB026","WA","N","Field","","08/28/2018 10:05:00","18LCB026",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB026","SM2120B","08/30/2018 10:15:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-003",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",36,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB026","WA","N","Field","","08/28/2018 10:05:00","18LCB026",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB026","E353.2","09/13/2018 13:50:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-003",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",NA,NA,"TRG","Yes","N","U",NA,"U",NA,7e-04,7e-04,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB026","WA","N","Field","","08/28/2018 10:05:00","18LCB026",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB026","E351.2","09/19/2018 13:50:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 18:41:00",NA,NA,"ALSRNY","quant","R1808357-003",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",0.38,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB026","WA","N","Field","","08/28/2018 10:05:00","18LCB026",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB026","SM2120B","09/01/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-003",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB026","WA","N","Field","","08/28/2018 10:05:00","18LCB026",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB026","E365.1","09/14/2018 12:12:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-003",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0191,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB026","WA","N","Field","","08/28/2018 10:05:00","18LCB026",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB026","E365.1","09/14/2018 11:03:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-004",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.0055,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB026","WA","N","Field","","08/28/2018 10:05:00","18LCB026",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB097","D6919-09","09/11/2018 22:17:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-011",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",0.008,NA,"TRG","Yes","Y","",NA,"",NA,8e-04,NA,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB097","WA","N","Field","","08/28/2018 11:55:00","18LCB097",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB097","SM5310C","09/11/2018 02:42:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-011",NA,42,"mL",NA,NA,NA,NA,42,"mL","TOC","TOTAL ORGANIC CARBON",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.05,0.05,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB097","WA","N","Field","","08/28/2018 11:55:00","18LCB097",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB097","SM2120B","08/30/2018 10:15:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-011",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",8,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB097","WA","N","Field","","08/28/2018 11:55:00","18LCB097",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","606055-LCS2","SM 2320 B","09/10/2018 16:47:00","T",NA,"initial","WQ","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-LCS2",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",17.2,NA,"SC","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",NA,20,17.2,86,NA,NA,NA,NA,"",70,130,NA,NA,NA,NA,"R1808357","ALSRNY","Lab Control Sample","WQ","BS","Lab","","09/10/2018 16:47:00","Lab Control Sample",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","606055-MB2","SM 2320 B","09/10/2018 16:42:00","T",NA,"initial","WQ","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-MB2",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,1,1,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","Method Blank","WQ","LB","Lab","","09/10/2018 16:42:00","Method Blank",NA,NA,NA,NA,NA,"",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB097","SM2120B","09/01/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-011",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",6.53,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB097","WA","N","Field","","08/28/2018 11:55:00","18LCB097",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB097","E365.1","09/14/2018 12:17:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-011",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.002,0.002,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB097","WA","N","Field","","08/28/2018 11:55:00","18LCB097",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB097","E365.1","09/14/2018 11:08:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-012",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.002,0.002,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB097","WA","N","Field","","08/28/2018 11:55:00","18LCB097",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
